doc_id,nom_document,version,statut,date_mise_a_jour,responsable,discipline,criticite,type_document,projet,conformite,nb_revisions,commentaire
BTP-2024-0389,PV de réception Génie civil - Stade - Lot 1,B,Obsolète,2025-09-13,Bernard C.,Génie civil,Moyenne,PV de réception,Stade Bordeaux,Conforme,7,
BTP-2024-0390,PV de réception CVC - Viaduc - Lot 5,C,Validé,2024-08-16,Martin T.,CVC,Haute,PV de réception,Viaduc Saône,Conforme,1,
BTP-2024-0391,Note de calcul CVC - Viaduc - Lot 1,C,Validé,2026-04-24,Rousseau S.,CVC,Haute,Note de calcul,Viaduc Saône,Conforme,5,
BTP-2024-0392,CCTP Façade - Grand - Lot 5,E,Validé,2026-04-01,Martin T.,Façade,Critique,CCTP,Grand Paris Ligne 16,Conforme,4,
BTP-2024-0393,Fiche de contrôle VRD - Stade - Lot 4,A,Validé,2024-11-23,Martin T.,VRD,Moyenne,Fiche de contrôle,Stade Bordeaux,Conforme,1,
BTP-2024-0394,CCTP Structure - Viaduc - Lot 1,E,En révision,2026-05-07,Martin T.,Structure,Moyenne,CCTP,Viaduc Saône,En attente,7,
BTP-2024-0395,Plan d'exécution Façade - Viaduc - Lot 5,E,Obsolète,2025-08-25,Durand K.,Façade,Critique,Plan d'exécution,Viaduc Saône,Conforme,8,
BTP-2024-0396,DOE Structure - A89 - Lot 2,B,Obsolète,2026-02-04,Martin T.,Structure,Critique,DOE,A89 Tunnel Est,Non conforme,8,
BTP-2024-0397,Note de calcul Plomberie - Grand - Lot 4,A,Validé,2025-06-03,Lefebvre M.,Plomberie,Moyenne,Note de calcul,Grand Paris Ligne 16,Conforme,2,
BTP-2024-0398,Note de calcul Façade - Viaduc - Lot 3,E,Validé,2024-05-29,,Façade,Moyenne,Note de calcul,Viaduc Saône,Conforme,5,
BTP-2024-0399,DOE Électricité - Viaduc - Lot 3,B,Obsolète,2026-04-17,Durand K.,Électricité,Haute,DOE,Viaduc Saône,Non conforme,7,
BTP-2024-0400,Fiche de contrôle Électricité - A89 - Lot 3,E,En révision,2025-01-06,Martin T.,Électricité,Faible,Fiche de contrôle,A89 Tunnel Est,Conforme,3,
BTP-2024-0401,PV de réception Façade - A89 - Lot 2,C,En révision,2026-03-26,Lefebvre M.,Façade,Faible,PV de réception,A89 Tunnel Est,En attente,0,
BTP-2024-0402,PV de réception Électricité - Grand - Lot 4,E,Validé,2025-11-26,Rousseau S.,Électricité,Moyenne,PV de réception,Grand Paris Ligne 16,Conforme,3,
BTP-2024-0403,Plan d'exécution Plomberie - Stade - Lot 4,E,En révision,2026-04-01,Lefebvre M.,Plomberie,Haute,Plan d'exécution,Stade Bordeaux,En attente,0,
BTP-2024-0404,PV de réception Façade - Stade - Lot 1,A,Obsolète,2025-11-29,Durand K.,Façade,Moyenne,PV de réception,Stade Bordeaux,Non conforme,8,
BTP-2024-0405,PV de réception Structure - Grand - Lot 1,B,Validé,2025-09-05,Martin T.,Structure,Moyenne,PV de réception,Grand Paris Ligne 16,Conforme,6,
BTP-2024-0406,Fiche de contrôle VRD - Grand - Lot 4,E,Validé,2026-04-06,,VRD,Critique,Fiche de contrôle,Grand Paris Ligne 16,Conforme,2,
BTP-2024-0407,Note de calcul Façade - Viaduc - Lot 4,E,Validé,2026-05-11,Durand K.,Façade,Moyenne,Note de calcul,Viaduc Saône,Conforme,1,
BTP-2024-0408,DOE Structure - Viaduc - Lot 3,C,Validé,2025-05-25,Rousseau S.,Structure,Haute,DOE,Viaduc Saône,Conforme,7,
BTP-2024-0409,Note de calcul CVC - Viaduc - Lot 1,B,Validé,2025-09-15,Petit A.,CVC,Faible,Note de calcul,Viaduc Saône,Non conforme,0,
BTP-2024-0410,CCTP Génie civil - Grand - Lot 2,A,Obsolète,2026-05-02,Petit A.,Génie civil,Faible,CCTP,Grand Paris Ligne 16,Conforme,8,
BTP-2024-0411,Note de calcul Génie civil - Stade - Lot 1,B,Validé,2026-04-09,Durand K.,Génie civil,Moyenne,Note de calcul,Stade Bordeaux,Conforme,2,
BTP-2024-0412,PV de réception Structure - Grand - Lot 3,A,En révision,2026-04-24,,Structure,Moyenne,PV de réception,Grand Paris Ligne 16,Conforme,1,
BTP-2024-0413,PV de réception Structure - Viaduc - Lot 2,A,Validé,2024-01-14,Martin T.,Structure,Moyenne,PV de réception,Viaduc Saône,Conforme,8,
BTP-2024-0414,CCTP Électricité - A89 - Lot 3,C,Validé,2025-07-18,Durand K.,Électricité,Faible,CCTP,A89 Tunnel Est,Conforme,4,
BTP-2024-0415,CCTP Génie civil - Stade - Lot 4,D,Obsolète,2026-03-28,Petit A.,Génie civil,Moyenne,CCTP,Stade Bordeaux,Conforme,2,
BTP-2024-0416,DOE Structure - Viaduc - Lot 5,B,Validé,2026-04-27,Durand K.,Structure,Moyenne,DOE,Viaduc Saône,Conforme,7,
BTP-2024-0417,Note de calcul CVC - Grand - Lot 2,B,En révision,2026-01-14,Bernard C.,CVC,Moyenne,Note de calcul,Grand Paris Ligne 16,En attente,2,
BTP-2024-0418,CCTP Plomberie - Grand - Lot 4,A,Validé,2025-10-14,Bernard C.,Plomberie,Moyenne,CCTP,Grand Paris Ligne 16,Conforme,4,
BTP-2024-0419,DOE Électricité - Stade - Lot 5,B,Validé,2026-03-12,Martin T.,Électricité,Haute,DOE,Stade Bordeaux,Conforme,3,
BTP-2024-0420,Plan d'exécution Plomberie - Stade - Lot 4,B,Validé,2026-04-21,Martin T.,Plomberie,Faible,Plan d'exécution,Stade Bordeaux,Conforme,2,
BTP-2024-0421,Note de calcul Génie civil - A89 - Lot 4,C,Validé,2025-12-02,,Génie civil,Faible,Note de calcul,A89 Tunnel Est,Conforme,7,
BTP-2024-0422,PV de réception Plomberie - Viaduc - Lot 5,A,Obsolète,2026-04-15,Rousseau S.,Plomberie,Moyenne,PV de réception,Viaduc Saône,En attente,8,
BTP-2024-0423,DOE CVC - A89 - Lot 1,A,Validé,2026-03-28,Rousseau S.,CVC,Moyenne,DOE,A89 Tunnel Est,Non conforme,6,
BTP-2024-0424,DOE CVC - A89 - Lot 1,C,Validé,2026-04-04,Petit A.,CVC,Moyenne,DOE,A89 Tunnel Est,Conforme,8,
BTP-2024-0425,Fiche de contrôle Génie civil - Viaduc - Lot 1,B,Validé,2026-04-04,Martin T.,Génie civil,Moyenne,Fiche de contrôle,Viaduc Saône,Conforme,7,
BTP-2024-0426,DOE CVC - Grand - Lot 3,C,Obsolète,2026-04-09,Lefebvre M.,CVC,Critique,DOE,Grand Paris Ligne 16,En attente,8,
BTP-2024-0427,Fiche de contrôle Plomberie - Grand - Lot 1,B,Validé,2026-03-26,Bernard C.,Plomberie,Moyenne,Fiche de contrôle,Grand Paris Ligne 16,Conforme,4,
BTP-2024-0428,DOE VRD - Viaduc - Lot 4,B,Validé,2026-05-11,Rousseau S.,VRD,Haute,DOE,Viaduc Saône,Conforme,0,
BTP-2024-0429,Fiche de contrôle CVC - Grand - Lot 5,D,Validé,2025-08-11,Durand K.,CVC,Moyenne,Fiche de contrôle,Grand Paris Ligne 16,Conforme,8,
BTP-2024-0430,Note de calcul Façade - A89 - Lot 3,C,Validé,2026-01-10,Durand K.,Façade,Critique,Note de calcul,A89 Tunnel Est,Conforme,1,
BTP-2024-0431,Plan d'exécution Structure - Viaduc - Lot 5,,Manquant,,Durand K.,Structure,Haute,Plan d'exécution,Viaduc Saône,Non conforme,0,
BTP-2024-0432,PV de réception Structure - Stade - Lot 3,A,Validé,2026-04-05,Durand K.,Structure,Moyenne,PV de réception,Stade Bordeaux,Conforme,8,
BTP-2024-0433,CCTP Électricité - Grand - Lot 3,A,En révision,2026-04-17,Bernard C.,Électricité,Moyenne,CCTP,Grand Paris Ligne 16,Non conforme,5,
BTP-2024-0434,CCTP VRD - Stade - Lot 5,,Manquant,,Martin T.,VRD,Moyenne,CCTP,Stade Bordeaux,Non conforme,4,
BTP-2024-0435,Plan d'exécution Génie civil - A89 - Lot 5,A,Validé,2026-04-06,,Génie civil,Moyenne,Plan d'exécution,A89 Tunnel Est,Conforme,3,
BTP-2024-0436,DOE Structure - Grand - Lot 1,A,En révision,2026-05-04,Petit A.,Structure,Haute,DOE,Grand Paris Ligne 16,En attente,5,
BTP-2024-0437,Fiche de contrôle VRD - A89 - Lot 4,C,Obsolète,2025-07-23,Martin T.,VRD,Haute,Fiche de contrôle,A89 Tunnel Est,Non conforme,7,
BTP-2024-0438,CCTP Façade - Stade - Lot 5,A,Validé,2026-03-31,Rousseau S.,Façade,Faible,CCTP,Stade Bordeaux,Conforme,0,
BTP-2024-0439,CCTP Génie civil - Stade - Lot 4,C,En révision,2026-01-08,Petit A.,Génie civil,Faible,CCTP,Stade Bordeaux,Conforme,8,
BTP-2024-0440,Note de calcul Façade - Viaduc - Lot 2,C,Validé,2026-04-08,Durand K.,Façade,Haute,Note de calcul,Viaduc Saône,Conforme,7,
BTP-2024-0441,PV de réception Façade - Grand - Lot 1,C,Validé,2024-10-30,,Façade,Haute,PV de réception,Grand Paris Ligne 16,Conforme,7,
BTP-2024-0442,Note de calcul CVC - Grand - Lot 5,E,Validé,2025-10-09,Petit A.,CVC,Moyenne,Note de calcul,Grand Paris Ligne 16,Conforme,2,
BTP-2024-0443,DOE Génie civil - A89 - Lot 5,E,Validé,2024-07-10,,Génie civil,Moyenne,DOE,A89 Tunnel Est,Conforme,1,
BTP-2024-0444,Fiche de contrôle VRD - A89 - Lot 2,C,Validé,2025-06-03,Martin T.,VRD,Faible,Fiche de contrôle,A89 Tunnel Est,Conforme,4,
BTP-2024-0445,CCTP VRD - Stade - Lot 5,C,En révision,2026-05-14,Rousseau S.,VRD,Moyenne,CCTP,Stade Bordeaux,En attente,1,
BTP-2024-0446,CCTP Génie civil - Stade - Lot 3,C,Validé,2026-04-17,Rousseau S.,Génie civil,Haute,CCTP,Stade Bordeaux,Conforme,7,
BTP-2024-0447,Note de calcul Structure - A89 - Lot 5,A,Validé,2026-04-29,Rousseau S.,Structure,Moyenne,Note de calcul,A89 Tunnel Est,Conforme,7,
BTP-2024-0448,PV de réception CVC - Stade - Lot 4,E,Validé,2026-05-18,Lefebvre M.,CVC,Haute,PV de réception,Stade Bordeaux,Conforme,7,
BTP-2024-0449,DOE VRD - Viaduc - Lot 3,B,Validé,2026-03-29,,VRD,Faible,DOE,Viaduc Saône,Conforme,5,
BTP-2024-0450,Fiche de contrôle Électricité - A89 - Lot 2,D,Validé,2025-12-28,Rousseau S.,Électricité,Haute,Fiche de contrôle,A89 Tunnel Est,Conforme,1,
BTP-2024-0451,DOE Électricité - A89 - Lot 2,C,Validé,2026-04-19,Rousseau S.,Électricité,Moyenne,DOE,A89 Tunnel Est,Conforme,2,
BTP-2024-0452,Fiche de contrôle Électricité - A89 - Lot 1,E,Validé,2026-04-26,Petit A.,Électricité,Faible,Fiche de contrôle,A89 Tunnel Est,Conforme,7,
BTP-2024-0453,CCTP Structure - Viaduc - Lot 5,D,Validé,2026-05-12,,Structure,Critique,CCTP,Viaduc Saône,Conforme,6,
BTP-2024-0454,Fiche de contrôle VRD - A89 - Lot 3,E,Validé,2026-03-25,Bernard C.,VRD,Faible,Fiche de contrôle,A89 Tunnel Est,Conforme,7,
BTP-2024-0455,Note de calcul Génie civil - Stade - Lot 5,C,Validé,2024-06-06,Rousseau S.,Génie civil,Faible,Note de calcul,Stade Bordeaux,Conforme,6,
BTP-2024-0456,Note de calcul Façade - Stade - Lot 1,A,Validé,2026-05-23,Martin T.,Façade,Faible,Note de calcul,Stade Bordeaux,Conforme,6,
BTP-2024-0457,CCTP Plomberie - Viaduc - Lot 2,D,En révision,2025-08-15,Rousseau S.,Plomberie,Moyenne,CCTP,Viaduc Saône,Non conforme,6,
BTP-2024-0458,PV de réception Façade - Viaduc - Lot 4,B,Validé,2026-03-20,Petit A.,Façade,Faible,PV de réception,Viaduc Saône,Conforme,6,
BTP-2024-0459,Plan d'exécution Génie civil - Grand - Lot 4,D,En révision,2026-03-27,Bernard C.,Génie civil,Moyenne,Plan d'exécution,Grand Paris Ligne 16,Non conforme,5,
BTP-2024-0460,Note de calcul Génie civil - Viaduc - Lot 3,B,En révision,2026-04-08,Lefebvre M.,Génie civil,Moyenne,Note de calcul,Viaduc Saône,Non conforme,0,
BTP-2024-0461,Fiche de contrôle CVC - Stade - Lot 5,A,Validé,2026-05-14,Lefebvre M.,CVC,Moyenne,Fiche de contrôle,Stade Bordeaux,Conforme,3,
BTP-2024-0462,DOE Électricité - A89 - Lot 4,E,En révision,2026-05-04,Rousseau S.,Électricité,Moyenne,DOE,A89 Tunnel Est,Conforme,7,
BTP-2024-0463,DOE CVC - Stade - Lot 3,C,Validé,2025-12-30,Petit A.,CVC,Faible,DOE,Stade Bordeaux,Conforme,4,
BTP-2024-0464,DOE Structure - Viaduc - Lot 1,C,Validé,2026-04-02,,Structure,Moyenne,DOE,Viaduc Saône,Conforme,4,
BTP-2024-0465,Note de calcul VRD - Stade - Lot 2,A,Validé,2025-12-26,Durand K.,VRD,Haute,Note de calcul,Stade Bordeaux,Conforme,3,
BTP-2024-0466,Note de calcul Électricité - A89 - Lot 4,B,Validé,2026-01-06,Martin T.,Électricité,Critique,Note de calcul,A89 Tunnel Est,Conforme,7,
BTP-2024-0467,DOE Plomberie - Grand - Lot 4,C,Validé,2026-05-20,Durand K.,Plomberie,Moyenne,DOE,Grand Paris Ligne 16,Conforme,7,
BTP-2024-0468,CCTP Plomberie - Grand - Lot 4,D,Validé,2026-05-07,Bernard C.,Plomberie,Moyenne,CCTP,Grand Paris Ligne 16,Non conforme,5,
BTP-2024-0469,DOE CVC - A89 - Lot 1,C,Validé,2026-03-30,Durand K.,CVC,Moyenne,DOE,A89 Tunnel Est,Conforme,6,
BTP-2024-0470,DOE Électricité - Grand - Lot 1,B,En révision,2026-04-20,,Électricité,Moyenne,DOE,Grand Paris Ligne 16,Conforme,1,
BTP-2024-0471,Fiche de contrôle Structure - A89 - Lot 1,C,Validé,2026-05-09,Lefebvre M.,Structure,Moyenne,Fiche de contrôle,A89 Tunnel Est,Conforme,3,
BTP-2024-0472,DOE CVC - A89 - Lot 3,E,En révision,2024-11-16,Durand K.,CVC,Haute,DOE,A89 Tunnel Est,Non conforme,7,
BTP-2024-0473,Plan d'exécution Plomberie - Viaduc - Lot 1,,Manquant,,Durand K.,Plomberie,Haute,Plan d'exécution,Viaduc Saône,Non conforme,0,
BTP-2024-0474,Fiche de contrôle Électricité - Stade - Lot 2,,Manquant,,Rousseau S.,Électricité,Haute,Fiche de contrôle,Stade Bordeaux,Non conforme,6,
BTP-2024-0475,DOE Génie civil - Viaduc - Lot 1,D,Validé,2026-01-30,Lefebvre M.,Génie civil,Moyenne,DOE,Viaduc Saône,Conforme,4,
BTP-2024-0476,Fiche de contrôle Façade - A89 - Lot 4,A,Obsolète,2026-03-25,Rousseau S.,Façade,Haute,Fiche de contrôle,A89 Tunnel Est,En attente,0,
BTP-2024-0477,DOE CVC - Viaduc - Lot 4,A,Validé,2026-04-19,Lefebvre M.,CVC,Moyenne,DOE,Viaduc Saône,Conforme,8,
BTP-2024-0478,PV de réception VRD - Stade - Lot 3,A,Validé,2026-04-30,Petit A.,VRD,Moyenne,PV de réception,Stade Bordeaux,Conforme,3,
BTP-2024-0479,CCTP Génie civil - A89 - Lot 3,,Manquant,,Bernard C.,Génie civil,Moyenne,CCTP,A89 Tunnel Est,Non conforme,1,
BTP-2024-0480,Fiche de contrôle Plomberie - Grand - Lot 3,E,Validé,2026-05-08,Bernard C.,Plomberie,Haute,Fiche de contrôle,Grand Paris Ligne 16,Conforme,8,
BTP-2024-0481,Fiche de contrôle Façade - A89 - Lot 4,A,Validé,2026-01-24,Petit A.,Façade,Critique,Fiche de contrôle,A89 Tunnel Est,Conforme,8,
BTP-2024-0482,DOE Génie civil - Grand - Lot 5,,Manquant,,Lefebvre M.,Génie civil,Critique,DOE,Grand Paris Ligne 16,Non conforme,3,
BTP-2024-0483,DOE Plomberie - Grand - Lot 1,C,Validé,2026-02-04,,Plomberie,Moyenne,DOE,Grand Paris Ligne 16,Conforme,1,
BTP-2024-0484,Fiche de contrôle Structure - Grand - Lot 5,C,Validé,2026-04-02,Martin T.,Structure,Haute,Fiche de contrôle,Grand Paris Ligne 16,Conforme,5,
BTP-2024-0485,Note de calcul Façade - A89 - Lot 2,A,Validé,2026-05-06,Bernard C.,Façade,Haute,Note de calcul,A89 Tunnel Est,Conforme,3,
BTP-2024-0486,Plan d'exécution CVC - Grand - Lot 1,E,Validé,2025-05-08,Martin T.,CVC,Faible,Plan d'exécution,Grand Paris Ligne 16,Conforme,1,
BTP-2024-0487,DOE Plomberie - Stade - Lot 4,D,Validé,2026-04-09,Bernard C.,Plomberie,Faible,DOE,Stade Bordeaux,Conforme,3,
BTP-2024-0488,CCTP Génie civil - A89 - Lot 2,E,Validé,2026-05-18,Lefebvre M.,Génie civil,Moyenne,CCTP,A89 Tunnel Est,Conforme,8,
BTP-2024-0489,CCTP Structure - Stade - Lot 2,E,Obsolète,2026-05-09,Petit A.,Structure,Faible,CCTP,Stade Bordeaux,Conforme,7,
BTP-2024-0490,Note de calcul Électricité - Grand - Lot 4,C,En révision,2026-05-05,Lefebvre M.,Électricité,Critique,Note de calcul,Grand Paris Ligne 16,Non conforme,1,
BTP-2024-0491,Plan d'exécution Plomberie - Grand - Lot 3,E,Validé,2026-02-17,Bernard C.,Plomberie,Critique,Plan d'exécution,Grand Paris Ligne 16,Conforme,3,
BTP-2024-0492,DOE Plomberie - Stade - Lot 2,B,Validé,2024-03-28,Lefebvre M.,Plomberie,Haute,DOE,Stade Bordeaux,Conforme,7,
BTP-2024-0493,Fiche de contrôle CVC - A89 - Lot 2,E,Obsolète,2026-04-24,Petit A.,CVC,Haute,Fiche de contrôle,A89 Tunnel Est,Non conforme,5,
BTP-2024-0494,Note de calcul VRD - Stade - Lot 2,A,Validé,2025-01-31,,VRD,Moyenne,Note de calcul,Stade Bordeaux,Conforme,5,
BTP-2024-0495,PV de réception Génie civil - Grand - Lot 4,E,En révision,2026-03-27,,Génie civil,Moyenne,PV de réception,Grand Paris Ligne 16,En attente,3,
BTP-2024-0496,Fiche de contrôle CVC - Viaduc - Lot 5,B,Validé,2026-05-08,Martin T.,CVC,Moyenne,Fiche de contrôle,Viaduc Saône,Non conforme,0,
BTP-2024-0497,Plan d'exécution Électricité - A89 - Lot 1,,Manquant,,Bernard C.,Électricité,Moyenne,Plan d'exécution,A89 Tunnel Est,Non conforme,7,
BTP-2024-0498,Plan d'exécution Génie civil - A89 - Lot 1,B,En révision,2026-05-15,Bernard C.,Génie civil,Moyenne,Plan d'exécution,A89 Tunnel Est,En attente,4,
BTP-2024-0499,DOE Génie civil - Viaduc - Lot 3,A,Obsolète,2025-01-03,Petit A.,Génie civil,Moyenne,DOE,Viaduc Saône,Non conforme,7,
BTP-2024-0500,DOE Plomberie - A89 - Lot 5,C,Obsolète,2026-04-20,Rousseau S.,Plomberie,Critique,DOE,A89 Tunnel Est,Conforme,3,
BTP-2024-0501,PV de réception Façade - Stade - Lot 1,A,Obsolète,2025-11-29,Durand K.,Façade,Moyenne,PV de réception,Stade Bordeaux,Non conforme,8,
BTP-2024-0502,Fiche de contrôle VRD - Grand - Lot 4,C,Manquant,,Durand K.,VRD,Critique,Fiche de contrôle,Grand Paris Ligne 16,Non conforme,8,
BTP-2024-0503,DOE Plomberie - Viaduc - Lot 4,A,Validé,2026-03-26,Durand K.,Plomberie,Moyenne,DOE,Viaduc Saône,Conforme,5,
BTP-2024-0504,DOE Façade - Viaduc - Lot 4,C,Validé,2026-04-13,Bernard C.,Façade,Critique,DOE,Viaduc Saône,Conforme,7,
BTP-2024-0505,Note de calcul Génie civil - Stade - Lot 5,A,Validé,2024-06-06,Rousseau S.,Génie civil,Faible,Note de calcul,Stade Bordeaux,Conforme,6,
BTP-2024-0506,Fiche de contrôle Façade - A89 - Lot 3,D,Obsolète,2026-04-17,Lefebvre M.,Façade,Moyenne,Fiche de contrôle,A89 Tunnel Est,Non conforme,3,
BTP-2024-0507,Plan d'exécution VRD - A89 - Lot 2,D,En révision,2024-11-22,Rousseau S.,VRD,Haute,Plan d'exécution,A89 Tunnel Est,Conforme,2,
BTP-2024-0508,DOE Structure - Stade - Lot 5,A,Validé,2025-11-30,Martin T.,Structure,Faible,DOE,Stade Bordeaux,Conforme,3,
BTP-2024-0509,Plan d'exécution VRD - A89 - Lot 2,C,En révision,2024-11-22,Rousseau S.,VRD,Haute,Plan d'exécution,A89 Tunnel Est,Conforme,2,
BTP-2024-0510,Note de calcul Structure - Stade - Lot 5,E,Validé,2026-05-16,Lefebvre M.,Structure,Moyenne,Note de calcul,Stade Bordeaux,Conforme,7,
BTP-2024-0511,CCTP Structure - Grand - Lot 2,A,Validé,2026-05-06,,Structure,Moyenne,CCTP,Grand Paris Ligne 16,Conforme,4,
BTP-2024-0512,Plan d'exécution Électricité - Grand - Lot 3,B,En révision,2026-04-26,Lefebvre M.,Électricité,Moyenne,Plan d'exécution,Grand Paris Ligne 16,Non conforme,5,
BTP-2024-0513,Fiche de contrôle Génie civil - A89 - Lot 2,C,Validé,2024-04-26,,Génie civil,Haute,Fiche de contrôle,A89 Tunnel Est,Conforme,5,
BTP-2024-0514,Note de calcul Structure - Grand - Lot 1,E,Validé,2024-09-01,Martin T.,Structure,Moyenne,Note de calcul,Grand Paris Ligne 16,Conforme,7,
BTP-2024-0515,Fiche de contrôle Façade - Viaduc - Lot 3,D,Manquant,,Rousseau S.,Façade,Faible,Fiche de contrôle,Viaduc Saône,Non conforme,1,
BTP-2024-0516,PV de réception CVC - Stade - Lot 1,B,Validé,2024-08-24,Martin T.,CVC,Haute,PV de réception,Stade Bordeaux,Conforme,6,
BTP-2024-0517,CCTP Façade - Stade - Lot 1,C,Manquant,,Rousseau S.,Façade,Haute,CCTP,Stade Bordeaux,Non conforme,6,
BTP-2024-0518,Fiche de contrôle Génie civil - Grand - Lot 2,E,Obsolète,2025-07-04,Lefebvre M.,Génie civil,Moyenne,Fiche de contrôle,Grand Paris Ligne 16,Non conforme,4,
BTP-2024-0519,CCTP VRD - Stade - Lot 5,C,Manquant,,Martin T.,VRD,Moyenne,CCTP,Stade Bordeaux,Non conforme,4,
BTP-2024-0520,DOE VRD - Grand - Lot 2,A,En révision,2026-03-29,Lefebvre M.,VRD,Faible,DOE,Grand Paris Ligne 16,Non conforme,4,
